SessionID,ExperimentType,FileName,FileTrialIndex,Attempt,GoodTrialIndexBefore,Block,BlockAttempt,BlockGoodBefore,ExpectedTrialsInBlock,ExpectedChoiceTrialsInBlock,ExpectedInstructionTrialsInBlock,TotalBlocksTarget,BlockRichTarget,TrialType,ConditionID,SchedulePhase,CurrentScheduleRow,TrialSeed,NStim,SingleTargetID,T1Side,T2Side,RichTarget,RichSide,HighSalienceTarget,HighSalienceSide,ChosenTarget,ChosenSide,Outcome,OutcomeCode,TrialEndState,GoodTrial,TrialRepeatFlag,MissedFrames,PassEye,PassJoy,MouseEyeSim,RewardT1Ms,RewardT2Ms,ActualRichRewardMs,ActualPoorRewardMs,RewardDifferenceT1MinusT2Ms,ChosenRewardMs,SalienceType,BackgroundHueDeg,HueT1Deg,HueT2Deg,HueContrastT1Deg,HueContrastT2Deg,HueContrastDifferenceT1MinusT2Deg,HueContrastMagnitudeDeg,MeasuredLuminanceT1CdM2,MeasuredLuminanceT2CdM2,MeasuredLuminanceDifferenceT1MinusT2CdM2,TrialStartPTB,TrialStartDP,TrialDurationSec,FixOnSec,FixAcquiredSec,FixHoldReqMetSec,FixOffSec,SaccadeOnsetSec,SaccadeOffsetSec,TargetAcquiredSec,JoyPressSec,JoyReleaseSec,RewardTimeSec,FixAcquisitionLatencyMs,ReactionTimeMs,SaccadeDurationMs,TargetAcquisitionLatencyMs,TrialTypeLabel,T1SideLabel,T2SideLabel,ChosenSideLabel,RichSideLabel,HighSalienceSideLabel,IsInstruction,IsChoice,IsCongruent,IsConflict,GoodChoice,ChoseRight,ChoseT1,ChoseRich,ChoseHighSalience,ChoseLeft,ChoseT2,ChosePoor,ChoseLowSalience,T1OnRight,RichOnRight,HighSalienceOnRight,T1IsRich,T1IsHighSalience,ChoiceMappingValid,GoodTrialOrdinal,ChoiceOrdinal,BlockUID,GoodTrialInBlock,ChoiceInBlock,SessionElapsedMin,PreTrialIntervalSec,PreviousChosenTarget,PreviousChosenSide,PreviousRewardMs,PreviousChoiceSameBlock,SwitchedTarget,SwitchedSide,StayedTarget,StayedSide,RealEyeChoice
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0001.mat,1,1,0,1,1,0,68,28,40,8,1,0,2,1,16,10545,1,1,2,1,1,2,1,2,1,2,SINGLE_T1_CORRECT,10,455,1,0,1,0,0,0,89,36,89,36,53,89,1,0,180,10,180,10,170,170,NaN,NaN,NaN,1785520647.74096,12469.87758044,2.24505710601807,0.0268936157226562,0.244033813476562,0.886055469512939,1.28527665138245,1.54442691802979,1.58580684661865,1.58580684661865,-1,-1,1.83893489837646,217.140197753906,259.150266647339,41.3799285888672,300.530195236206,Instruction,Left,Right,Left,Left,Left,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,1,1,0,1,NaN,20260731_t1356_srsSmooth_Moretraining_B001,1,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0002.mat,2,2,1,1,2,1,68,28,40,8,1,0,1,1,4,28340,1,1,1,2,1,1,1,1,0,0,,0,11,0,1,0,0,0,0,98,56,98,56,42,NaN,1,0,180,10,180,10,170,170,NaN,NaN,NaN,1785520667.49324,12489.62950056,0.245765447616577,0.0170598030090332,0.192466497421265,-1,-1,-1,-1,-1,-1,-1,-1,175.406694412231,NaN,NaN,NaN,Instruction,Right,Left,None,Right,Right,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,0,1,NaN,20260731_t1356_srsSmooth_Moretraining_B001,NaN,NaN,0.329204579194387,17.5072176456451,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0003.mat,3,3,1,1,3,1,68,28,40,8,1,0,1,1,6,5604,1,1,1,2,1,1,1,1,1,1,SINGLE_T1_CORRECT,10,455,1,0,0,0,0,0,103,27,103,27,76,103,1,180,0,190,180,10,170,170,NaN,NaN,NaN,1785520669.0266,12491.16273916,2.18060278892517,0.0170941352844238,0.20949125289917,0.83458948135376,1.20047426223755,1.43468070030212,1.47600889205933,1.47600889205933,-1,-1,1.77868127822876,192.397117614746,234.206438064575,41.3281917572021,275.534629821777,Instruction,Right,Left,Right,Right,Right,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,0,2,NaN,20260731_t1356_srsSmooth_Moretraining_B001,2,NaN,0.35476055542628,1.287593126297,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0004.mat,4,4,2,1,4,2,68,28,40,8,1,0,4,1,36,4886,1,2,1,2,1,1,2,2,2,2,SINGLE_T2_CORRECT,11,455,1,0,0,0,0,0,98,36,98,36,62,36,1,180,190,0,10,180,-170,170,NaN,NaN,NaN,1785520672.65515,12494.79112904,2.05189800262451,0.0136826038360596,0.272417306900024,0.805830240249634,1.17206168174744,1.38923215866089,1.43083000183105,1.43083000183105,-1,-1,1.71702408790588,258.734703063965,217.170476913452,41.597843170166,258.768320083618,Instruction,Right,Left,Left,Right,Left,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,1,0,0,3,NaN,20260731_t1356_srsSmooth_Moretraining_B001,3,NaN,0.415236449241638,1.44795083999634,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0005.mat,5,5,3,1,5,3,68,28,40,8,1,0,1,1,4,28340,1,1,1,2,1,1,1,1,1,1,SINGLE_T1_CORRECT,10,455,1,0,0,0,0,0,87,38,87,38,49,87,1,180,0,190,180,10,170,170,NaN,NaN,NaN,1785520676.08563,12498.22162008,2.16439175605774,0.0166728496551514,0.275528430938721,0.825625419616699,1.21671962738037,1.5006787776947,1.54220914840698,1.54220914840698,-1,-1,1.77258706092834,258.855581283569,283.959150314331,41.5303707122803,325.489521026611,Instruction,Right,Left,Right,Right,Right,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,0,4,NaN,20260731_t1356_srsSmooth_Moretraining_B001,4,NaN,0.472411080201467,1.37857985496521,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0006.mat,6,6,4,1,6,4,68,28,40,8,1,0,2,1,19,12043,1,1,2,1,1,2,1,2,1,2,SINGLE_T1_CORRECT,10,455,1,0,0,0,0,0,98,45,98,45,53,98,1,0,180,10,180,10,170,170,NaN,NaN,NaN,1785520679.6031,12501.73893816,2.39559435844421,0.0160057544708252,0.266700029373169,0.900090217590332,1.29938960075378,1.66660618782043,1.70841121673584,1.70841121673584,-1,-1,1.99606442451477,250.694274902344,367.21658706665,41.8050289154053,409.021615982056,Instruction,Left,Right,Left,Left,Left,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,1,1,0,5,NaN,20260731_t1356_srsSmooth_Moretraining_B001,5,NaN,0.531035614013672,1.35308027267456,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0007.mat,7,7,5,1,7,5,68,28,40,8,1,0,3,1,25,28104,1,2,2,1,1,2,2,1,2,1,SINGLE_T2_CORRECT,11,455,1,0,0,0,0,0,111,59,111,59,52,59,1,180,190,0,10,180,-170,170,NaN,NaN,NaN,1785520683.2897,12505.42566076,2.08416700363159,0.0128798484802246,0.230096578598022,0.738446712493896,1.12125682830811,1.38845992088318,1.43017196655273,1.43017196655273,-1,-1,1.72382164001465,217.216730117798,267.203092575073,41.7120456695557,308.915138244629,Instruction,Left,Right,Right,Left,Right,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,0,0,6,NaN,20260731_t1356_srsSmooth_Moretraining_B001,6,NaN,0.592479010423025,1.29100942611694,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0008.mat,8,8,6,1,8,6,68,28,40,8,1,0,2,1,14,3035,1,1,2,1,1,2,1,2,1,2,SINGLE_T1_CORRECT,10,455,1,0,0,0,0,0,87,25,87,25,62,87,1,180,0,190,180,10,170,170,NaN,NaN,NaN,1785520686.67145,12508.80714484,2.29398441314697,0.0145988464355469,0.248535633087158,0.998409032821655,1.34798502922058,1.62340903282166,1.65690898895264,1.65690898895264,-1,-1,1.90875625610352,233.936786651611,275.424003601074,33.4999561309814,308.923959732056,Instruction,Left,Right,Left,Left,Left,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,1,1,0,7,NaN,20260731_t1356_srsSmooth_Moretraining_B001,7,NaN,0.648841460545858,1.2975800037384,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0009.mat,9,9,7,1,9,7,68,28,40,8,1,0,1,1,2,16517,1,1,1,2,1,1,1,1,1,1,SINGLE_T1_CORRECT,10,455,1,0,1,0,0,0,103,40,103,40,63,103,1,0,180,10,180,10,170,170,NaN,NaN,NaN,1785520690.24425,12512.37981968,2.29627561569214,0.0169434547424316,0.226068258285522,0.950982332229614,1.37533068656921,1.62600088119507,1.66741704940796,1.66741704940796,-1,-1,1.89426946640015,209.124803543091,250.670194625854,41.4161682128906,292.086362838745,Instruction,Right,Left,Right,Right,Right,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,0,8,NaN,20260731_t1356_srsSmooth_Moretraining_B001,8,NaN,0.708388046423594,1.27881073951721,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
20260731_t1356_srsSmooth_Moretraining,srs_smooth_Moretraining,trial0010.mat,10,10,8,1,10,8,68,28,40,8,1,0,3,1,27,13039,1,2,2,1,1,2,2,1,2,1,SINGLE_T2_CORRECT,11,455,1,0,0,0,0,0,99,34,99,34,65,34,1,0,10,180,10,180,-170,170,NaN,NaN,NaN,1785520693.83673,12515.97237364,2.00546026229858,0.0162661075592041,0.267114162445068,0.791937351226807,1.13297700881958,1.3918993473053,1.42534971237183,1.42534971237183,-1,-1,1.66916751861572,250.848054885864,258.922338485718,33.4503650665283,292.372703552246,Instruction,Left,Right,Right,Left,Right,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,0,0,9,NaN,20260731_t1356_srsSmooth_Moretraining_B001,9,NaN,0.768262807528178,1.29621005058289,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
